sentence_id,sentence,aspect,from,to,polarity
2016_0867,Great neighborhood joint.,joint,19,24,positive
2016_0868,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,37,66,positive
2016_0868,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,37,66,positive
2016_0868,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,pizza place,15,26,positive
2016_0868,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,Basil slice,81,92,positive
2016_0869,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,6,14,negative
2016_0870,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,[ASPECT],0,0,negative
2016_0871,The counter service is bad.,counter service,4,19,negative
2016_0872,They charge different prices all the time.,[ASPECT],0,0,negative
2016_0873,"They're rude at times, and not very friendly.",[ASPECT],0,0,negative
2016_0874,NO PIZZA 33 for me!,PIZZA 33,3,11,negative
2016_0875,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[ASPECT],0,0,negative
2016_0876,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,4,9,negative
2016_0876,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,4,9,negative
2016_0877,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,4,14,negative
2016_0877,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,4,14,negative
2016_0878,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place,12,17,negative
2016_0878,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,127,131,negative
2016_0878,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",clerks,147,153,negative
2016_0879,"Seriously, this place kicks ass.",place,16,21,positive
2016_0880,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,4,14,positive
2016_0880,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,34,41,positive
2016_0880,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,61,65,positive
2016_0881,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,5,17,positive
2016_0882,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",[ASPECT],0,0,positive
2016_0883,"This is such a lovely, peaceful place to eat outside.",place,32,37,positive
2016_0884,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,4,14,positive
2016_0885,"It is set far from the small street it's on, and there is no traffic noise.",[ASPECT],0,0,positive
2016_0886,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,4,8,positive
2016_0886,"The food is good, especially their more basic dishes, and the drinks are delicious.",basic dishes,40,52,positive
2016_0886,"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,62,68,positive
2016_0887,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,16,21,positive
2016_0888,Great sushi experience.,sushi,6,11,positive
2016_0889,Nice value.,[ASPECT],0,0,positive
2016_0890,Unique apppetizers.,apppetizers,7,18,positive
2016_0891,Try sushimi cucumber roll.,sushimi cucumber roll,4,25,positive
2016_0892,"Good spreads, great beverage selections and bagels really tasty.",spreads,5,12,positive
2016_0892,"Good spreads, great beverage selections and bagels really tasty.",beverage selections,20,39,positive
2016_0892,"Good spreads, great beverage selections and bagels really tasty.",bagels,44,50,positive
2016_0893,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,[ASPECT],0,0,negative
2016_0895,Murray won't do it.,[ASPECT],0,0,negative
2016_0896,Won't or Can't is not in the service directory.,[ASPECT],0,0,negative
2016_0897,But who says Murray's is anything about service.,service,40,47,negative
2016_0898,"So close, but not good enough.",[ASPECT],0,0,neutral
2016_0899,Don't be fooled by crowds of people.,[ASPECT],0,0,negative
2016_0900,The service is awful.,service,4,11,negative
2016_0901,This place is not worth the prices.,place,5,10,negative
2016_0901,This place is not worth the prices.,place,5,10,negative
2016_0902,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",[ASPECT],0,0,negative
2016_0903,Love Pizza 33..,Pizza 33,5,13,positive
2016_0904,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza,95,100,positive
2016_0906,It hits the spot every time,[ASPECT],0,0,positive
2016_0907,This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot,10,27,positive
2016_0908,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,4,9,positive
2016_0908,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,31,41,positive
2016_0910,I've been many time and have never been disappointed.,[ASPECT],0,0,positive
2016_0912,They even scoop it out nice (for those on a diet) not too much not to little.,[ASPECT],0,0,positive
2016_0913,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,4,17,positive
2016_0913,The cream cheeses are out of this world and I love that coffee!!,coffee,56,62,positive
2016_0914,A little crowded but they move that line really fast!,[ASPECT],0,0,positive
2016_0914,A little crowded but they move that line really fast!,[ASPECT],0,0,negative
2016_0915,A little pricey but it really hits the spot on a Sunday morning!,[ASPECT],0,0,negative
2016_0915,A little pricey but it really hits the spot on a Sunday morning!,[ASPECT],0,0,positive
2016_0916,"Bagels are ok, but be sure not to make any special requests!",Bagels,0,6,neutral
2016_0916,"Bagels are ok, but be sure not to make any special requests!",[ASPECT],0,0,negative
2016_0917,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,50,57,negative
2016_0918,Be sure not to get anything other than bagels!..,[ASPECT],0,0,negative
2016_0918,Be sure not to get anything other than bagels!..,bagels,39,45,positive
2016_0919,the turkey burgers are scary!,turkey burgers,4,18,negative
2016_0920,The worst excuse for Japanese food I've ever encountered.,Japanese food,21,34,negative
2016_0921,The soup for the udon was soy sauce and water.,soup for the udon,4,21,negative
2016_0922,The sushi was awful!,sushi,4,9,negative
2016_0923,The rice was poor quality and was cooked so badly it was hard.,rice,4,8,negative
2016_0924,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,17,21,negative
2016_0924,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,47,52,negative
2016_0925,"The fish was adequate, but inexpertly sliced.",fish,4,8,negative
2016_0926,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,82,98,negative
2016_0927,"Good, fast service.",service,11,18,positive
2016_0928,I would highly recommend.,[ASPECT],0,0,positive
2016_0929,Food is great and inexpensive.,Food,0,4,positive
2016_0929,Food is great and inexpensive.,Food,0,4,positive
2016_0930,The location is perfect.,location,4,12,positive
2016_0931,Give it a try and enjoy.,[ASPECT],0,0,positive
2016_0934,"Well, this place is so Ghetto its not even funny.",place,11,16,negative
2016_0935,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,105,119,negative
2016_0935,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,17,22,negative
2016_0936,Would NEVER go back there.,[ASPECT],0,0,negative
2016_0939,Awsome Pizza especially the Margheritta slice.,Pizza,7,12,positive
2016_0939,Awsome Pizza especially the Margheritta slice.,Margheritta slice,28,45,positive
2016_0940,Always busy but fast moving.,[ASPECT],0,0,positive
2016_0941,Great atmoshere and worth every bit.,atmoshere,6,15,positive
2016_0941,Great atmoshere and worth every bit.,[ASPECT],0,0,positive
2016_0942,Open late (well as late as I ever got there and I'm a night person),[ASPECT],0,0,positive
2016_0943,Winnie and her staff are the best crew you can find serving you.,staff,15,20,positive
2016_0943,Winnie and her staff are the best crew you can find serving you.,Winnie,0,6,positive
2016_0944,The food is reliable and the price is moderate.,food,4,8,positive
2016_0944,The food is reliable and the price is moderate.,[ASPECT],0,0,neutral
2016_0945,What more can you ask for?,[ASPECT],0,0,positive
2016_0946,"For authentic Thai food, look no further than Toons.",Thai food,14,23,positive
2016_0948,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",Pad Thai,8,16,positive
2016_0948,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,44,58,positive
2016_0949,Everything about this restaurant was special.,restaurant,22,32,positive
2016_0950,"The service was attentive, yet discreet.",service,4,11,positive
