sentence_id,sentence,aspect,from,to,polarity
2015_0633,Well below average,[ASPECT],0,0,negative
2015_0634,"Unfortunately, this is below average.",[ASPECT],0,0,negative
2015_0635,"Rooms are large but very plain, with furnishings and fixtures as cheap as possible.",Rooms,0,5,positive
2015_0635,"Rooms are large but very plain, with furnishings and fixtures as cheap as possible.",Rooms,0,5,negative
2015_0635,"Rooms are large but very plain, with furnishings and fixtures as cheap as possible.",fixtures,53,61,negative
2015_0635,"Rooms are large but very plain, with furnishings and fixtures as cheap as possible.",furnishings,37,48,negative
2015_0636,The hotel shows its age and badly needs refurbishing.,hotel,4,9,negative
2015_0637,Bathroom sink was on a slight slant because it was pulling out of the wall.,Bathroom sink,0,13,negative
2015_0638,Nothing is especially terrible or unacceptable about this hotel.,hotel,58,63,neutral
2015_0639,It is just subpar.,[ASPECT],0,0,negative
2015_0640,Don't do it!!,[ASPECT],0,0,negative
2015_0641,"This place is run down, dirty and loud.",place,5,10,negative
2015_0641,"This place is run down, dirty and loud.",place,5,10,negative
2015_0641,"This place is run down, dirty and loud.",place,5,10,negative
2015_0642,The pictures they provide on the web do not tell the story so don't be fooled.,[ASPECT],0,0,negative
2015_0643,Great Restaurant,Restaurant,6,16,positive
2015_0644,This property has really improved since our last stay.,property,5,13,positive
2015_0645,"Room was cool, clean and comfy.",Room,0,4,positive
2015_0645,"Room was cool, clean and comfy.",Room,0,4,positive
2015_0645,"Room was cool, clean and comfy.",Room,0,4,positive
2015_0646,The restaurant downstairs is the best kept secret in the area!,restaurant,4,14,positive
2015_0647,The food and service was outstanding (try the seafood platter).,food,4,8,positive
2015_0647,The food and service was outstanding (try the seafood platter).,service,13,20,positive
2015_0647,The food and service was outstanding (try the seafood platter).,seafood platter,46,61,positive
2015_0648,Staff was courteous and efficient.,Staff,0,5,positive
2015_0649,I keep on coming back!,[ASPECT],0,0,positive
2015_0650,I've been going to this place every year and I keep on coming back to this hotel.,hotel,75,80,positive
2015_0651,The breakfast is excellent!,breakfast,4,13,positive
2015_0652,"It is rare that hotels in this class serve hot meals, yet they do!",meals,47,52,positive
2015_0653,Breakfast is fit for a king.,Breakfast,0,9,positive
2015_0654,"Plus, the staff at the front desk are always courteous and friendly.",staff at the front desk,10,33,positive
2015_0655,"Though the bathrooms are a bit old, the beds are still cozy.",bathrooms,11,20,negative
2015_0655,"Though the bathrooms are a bit old, the beds are still cozy.",beds,40,44,positive
2015_0656,And the hotel is right in the middle of everywhere.,hotel,8,13,positive
2015_0657,Above average hotel for great price !,hotel,14,19,positive
2015_0657,Above average hotel for great price !,hotel,14,19,positive
2015_0658,Got a great price of $64 per night.,[ASPECT],0,0,positive
2015_0659,"The room was perfect for me, the bed was one of the most comfortable I've ever had in a hotel.",room,4,8,positive
2015_0659,"The room was perfect for me, the bed was one of the most comfortable I've ever had in a hotel.",bed,33,36,positive
2015_0660,"Very clean, great service - they gave me a complimentary bottle of wine because I missed the hotel shuttle.",service,18,25,positive
2015_0660,"Very clean, great service - they gave me a complimentary bottle of wine because I missed the hotel shuttle.",[ASPECT],0,0,positive
2015_0660,"Very clean, great service - they gave me a complimentary bottle of wine because I missed the hotel shuttle.",[ASPECT],0,0,positive
2015_0661,Good restaurant and bar attached.,restaurant,5,15,positive
2015_0661,Good restaurant and bar attached.,bar,20,23,positive
2015_0662,Close to Scottsdale and the University.,[ASPECT],0,0,positive
2015_0663,Price was right,[ASPECT],0,0,positive
2015_0664,Pleasantly surprised at $69 night.,[ASPECT],0,0,positive
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",Front desk,0,10,negative
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",room,82,86,positive
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",room,82,86,positive
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",room,82,86,positive
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",breakfast buffet,133,149,positive
2015_0665,"Front desk was not helpful, but who cares...for $69 you get a clean, fairly-large room, central air, refrig/micro, free (but sparse) breakfast buffet.",breakfast buffet,133,149,negative
2015_0666,Stayed there because it was near Banner Hospital.,[ASPECT],0,0,positive
2015_0667,Friendly Staff,Staff,9,14,positive
2015_0668,The staff was extremely helpful and friendly.,staff,4,9,positive
2015_0669,I would say they are the best part of the hotel!,[ASPECT],0,0,positive
2015_0670,"An elevator was broken during our last stay and it was most annoying, but did not greatly impact the overall experience.",elevator,3,11,negative
2015_0670,"An elevator was broken during our last stay and it was most annoying, but did not greatly impact the overall experience.",[ASPECT],0,0,positive
2015_0671,All in all it is a nice and affordable spot for sightseeing in the area.,spot,39,43,positive
2015_0671,All in all it is a nice and affordable spot for sightseeing in the area.,spot,39,43,positive
2015_0671,All in all it is a nice and affordable spot for sightseeing in the area.,spot,39,43,positive
2015_0672,Administrative Issues,[ASPECT],0,0,negative
2015_0673,The Best Western Executive Park Hotel is an average place to stay (though a bit far from downtown) with a substandard management team.,Best Western Executive Park Hotel,4,37,neutral
2015_0673,The Best Western Executive Park Hotel is an average place to stay (though a bit far from downtown) with a substandard management team.,Best Western Executive Park Hotel,4,37,negative
2015_0673,The Best Western Executive Park Hotel is an average place to stay (though a bit far from downtown) with a substandard management team.,management team,118,133,negative
2015_0674,I've tried to obtain a receipt for my stay to replace one I lost and have been ignored.,[ASPECT],0,0,negative
2015_0675,There's never anyone to talk to from management and phone calls/e mails receive no response.,management,37,47,negative
2015_0675,There's never anyone to talk to from management and phone calls/e mails receive no response.,[ASPECT],0,0,negative
2015_0676,It's not a recipe for another stay.,[ASPECT],0,0,negative
2015_0677,Not impressed,[ASPECT],0,0,negative
2015_0678,The desk person was in a rude mood.,desk person,4,15,negative
2015_0679,There was construction being done on the street in front of the hotel; which made it very difficult driving around.,[ASPECT],0,0,negative
2015_0680,The air conditioner was very loud.,air conditioner,4,19,negative
2015_0681,Nothing told us that there was a free breakfast - the restaurant looked like it was closed.,restaurant,54,64,negative
2015_0682,All in all the price was way too high for such a poor accomodations.,accomodations,54,67,negative
2015_0682,All in all the price was way too high for such a poor accomodations.,accomodations,54,67,negative
2015_0683,Extremely reasonable for the price paid.,[ASPECT],0,0,positive
2015_0683,Extremely reasonable for the price paid.,[ASPECT],0,0,neutral
2015_0684,Excellent service.,service,10,17,positive
2015_0685,"I was there 3 nights for a conference and am giving it 5 stars, as it was quite reasonably priced for what we received.",[ASPECT],0,0,positive
2015_0685,"I was there 3 nights for a conference and am giving it 5 stars, as it was quite reasonably priced for what we received.",[ASPECT],0,0,positive
2015_0686,The staff was friendly overall.,staff,4,9,positive
2015_0687,Airport shuttle service was convenient as I chose not to rent a car during this trip.,Airport shuttle service,0,23,positive
2015_0688,"No complaints about the room, pretty clean.",room,24,28,positive
2015_0688,"No complaints about the room, pretty clean.",room,24,28,positive
2015_0689,I went to the lunch buffet twice and had a nice meal and again at very reasonable price.,lunch buffet,14,26,positive
2015_0689,I went to the lunch buffet twice and had a nice meal and again at very reasonable price.,lunch buffet,14,26,positive
2015_0690,There was a few restaurants within walking distance to eat at as well.,[ASPECT],0,0,positive
2015_0691,The conference/banquet room was great.,conference/banquet room,4,27,positive
2015_0692,"Very accomodating, good acoustics, clean.",[ASPECT],0,0,positive
2015_0692,"Very accomodating, good acoustics, clean.",[ASPECT],0,0,positive
2015_0692,"Very accomodating, good acoustics, clean.",[ASPECT],0,0,positive
2015_0693,"Not sure where the location was in reference to tourist spots, etc....but for a local conference, it was perfect.",location,19,27,positive
